"Vendor"
10001,00
10002,00
10003,00
10007,00
10008,00
10009,00
10010,00
10011,00
10019,00
10021,00
10025,00
10026,00
10028,00
10031,00
10032,00
10034,00
10040,00
10042,00
10044,00
10045,00
10046,00
10051,00
10054,00
10055,00
10057,00
10058,00
10059,00
10062,00
10083,00
10092,00
10095,00
10099,00
10107,00
10108,00
10109,00
10110,00
10111,00
10114,00
10116,00
10118,00
10120,00
10124,00
10126,00
10127,00
10128,00
10133,00
10134,00
10135,00
10137,00
10139,00
10141,00
10142,00
10149,00
10156,00
10157,00
10159,00
10175,00
10186,00
10192,00
10207,00
10209,00
10214,00
10220,00
10222,00
10224,00
10233,00
10243,00
10246,00
10248,00
10250,00
10257,00
10258,00
10264,00
10273,00
10276,00
10280,00
10290,00
10292,00
10294,00
10297,00
10299,00
10301,00
10302,00
10314,00
10316,00
10317,00
10318,00
10321,00
10324,00
10332,00
10336,00
10352,00
10353,00
10372,00
10373,00
10374,00
10377,00
10383,00
10394,00
10410,00
10412,00
10415,00
10418,00
10426,00
10429,00
10431,00
10444,00
10446,00
10447,00
10464,00
10474,00
10479,00
10481,00
10500,00
10501,00
10507,00
10508,00
10510,00
10511,00
10513,00
10514,00
10515,00
10519,00
10524,00
10528,00
10529,00
10541,00
10543,00
10547,00
10551,00
10562,00
10569,00
10575,00
10578,00
10590,00
10596,00
10597,00
10601,00
10605,00
10606,00
10607,00
10615,00
10633,00
10638,00
10639,00
10640,00
10641,00
10647,00
10658,00
10659,00
10660,00
10662,00
10668,00
10678,00
10694,00
10696,00
10705,00
10714,00
10718,00
10725,00
10734,00
10737,00
10738,00
10739,00
10740,00
10743,00
10748,00
10749,00
10750,00
10751,00
10754,00
10757,00
10758,00
10760,00
10761,00
10762,00
10772,00
10775,00
10776,00
10777,00
10778,00
10780,00
10792,00
10794,00
10800,00
10816,00
10819,00
10826,00
10827,00
10828,00
10829,00
10830,00
10831,00
10832,00
10834,00
10835,00
10839,00
10842,00
10843,00
10844,00
10845,00
10848,00
10849,00
10850,00
10851,00
10854,00
10856,00
10857,00
10864,00
10865,00
10869,00
10872,00
10874,00
10884,00
10890,00
10891,00
10897,00
10899,00
10903,00
10912,00
10916,00
10923,00
10924,00
10925,00
10927,00
10932,00
10933,00
10934,00
10935,00
10940,00
10951,00
10959,00
10961,00
10962,00
10966,00
10971,00
10981,00
10982,00
10985,00
10987,00
10992,00
10999,00
11000,00
11003,00
11007,00
11008,00
11023,00
11025,00
11027,00
11030,00
11033,00
11040,00
11042,00
11045,00
11046,00
11049,00
11054,00
11059,00
11061,00
11062,00
11064,00
11071,00
11074,00
11076,00
11077,00
11089,00
11092,00
11095,00
11098,00
11099,00
11110,00
11112,00
11133,00
11134,00
11142,00
11145,00
11155,00
11166,00
11171,00
11186,00
11189,00
11194,00
11196,00
11206,00
11211,00
11213,00
11221,00
11222,00
11233,00
11243,00
11248,00
11249,00
11251,00
11252,00
11263,00
11267,00
11268,00
11272,00
11279,00
11289,00
11306,00
11309,00
11315,00
11317,00
11319,00
11320,00
11322,00
11342,00
11347,00
11368,00
11369,00
11370,00
11372,00
11378,00
11379,00
11382,00
11386,00
11394,00
11395,00
11396,00
11398,00
11411,00
11429,00
11431,00
11443,00
11444,00
11446,00
11465,00
11466,00
11471,00
11472,00
11480,00
11482,00
11490,00
11499,00
11511,00
11513,00
11514,00
11528,00
11529,00
11530,00
11531,00
11532,00
11533,00
11544,00
11546,00
11557,00
11561,00
11598,00
11601,00
11629,00
11633,00
11634,00
11636,00
11638,00
11640,00
11656,00
11661,00
11664,00
11668,00
11669,00
11679,00
11699,00
11704,00
11707,00
11709,00
11710,00
11711,00
11713,00
11714,00
11715,00
11716,00
11718,00
11723,00
11724,00
11726,00
11730,00
11732,00
11736,00
11739,00
11741,00
11742,00
11743,00
11744,00
11749,00
11750,00
11754,00
11757,00
11759,00
11760,00
11763,00
11764,00
11765,00
11767,00
11770,00
11771,00
11792,00
11794,00
11796,00
11797,00
11798,00
11799,00
11802,00
11803,00
11804,00
11806,00
11807,00
11808,00
11809,00
11810,00
11811,00
11812,00
11813,00
11814,00
11815,00
11816,00
11817,00
11818,00
11819,00
11820,00
11821,00
11822,00
11823,00
11824,00
11825,00
11826,00
11830,00
11831,00
11832,00
11833,00
11834,00
11835,00
11836,00
11837,00
11838,00
11839,00
11840,00
11842,00
11843,00
11844,00
11847,00
11848,00
11849,00
11850,00
11851,00
11852,00
11854,00
11856,00
11857,00
11875,00
11883,00
11887,00
11890,00
11891,00
11892,00
11896,00
11897,00
11898,00
11906,00
11909,00
11926,00
11934,00
11940,00
11942,00
11943,00
11945,00
11959,00
11963,00
11972,00
11977,00
11978,00
11980,00
11981,00
11984,00
11991,00
11992,00
11995,00
11998,00
12009,00
12010,00
12024,00
12029,00
12035,00
12040,00
12042,00
12047,00
12051,00
12069,00
12070,00
12071,00
12077,00
12084,00
12107,00
12110,00
12111,00
12114,00
12134,00
12145,00
12148,00
12152,00
12157,00
12158,00
12187,00
12192,00
12198,00
12199,00
12200,00
12216,00
12228,00
12229,00
12235,00
12236,00
12237,00
12259,00
12265,00
12266,00
12288,00
12289,00
12297,00
12299,00
12300,00
12304,00
12332,00
12335,00
12336,00
12343,00
12348,00
12361,00
12367,00
12368,00
12369,00
12370,00
12408,00
12410,00
12411,00
12412,00
12413,00
12414,00
12422,00
12433,00
12436,00
12452,00
12454,00
12455,00
12456,00
12457,00
12458,00
12484,00
12485,00
12486,00
12487,00
12488,00
12489,00
12490,00
12491,00
12492,00
12493,00
12495,00
12496,00
12515,00
12516,00
12517,00
12518,00
12519,00
12527,00
12534,00
12535,00
12536,00
12537,00
12546,00
12549,00
12551,00
12552,00
12553,00
12554,00
12555,00
12563,00
12564,00
12565,00
12566,00
12567,00
12568,00
12569,00
12570,00
12572,00
12573,00
12574,00
12575,00
12576,00
12577,00
12581,00
12602,00
12603,00
12611,00
12613,00
12624,00
12625,00
12626,00
12627,00
12641,00
12655,00
12659,00
12666,00
12668,00
12669,00
12670,00
12671,00
12672,00
12673,00
12674,00
12675,00
12677,00
12678,00
12679,00
12680,00
12681,00
12683,00
12684,00
12685,00
12686,00
12687,00
12688,00
12689,00
12690,00
12693,00
12695,00
12700,00
12701,00
12718,00
12733,00
12734,00
12735,00
12753,00
12754,00
12755,00
12759,00
12769,00
12771,00
12776,00
12777,00
12778,00
12779,00
12780,00
12784,00
12793,00
12804,00
12807,00
12816,00
12818,00
12821,00
12823,00
12824,00
12827,00
12828,00
12832,00
12845,00
12847,00
12848,00
12849,00
12875,00
12879,00
12883,00
12888,00
12914,00
12917,00
12927,00
12928,00
12929,00
12932,00
12943,00
12945,00
12946,00
12967,00
12968,00
12972,00
12984,00
12989,00
12994,00
13006,00
13007,00
13008,00
13010,00
13047,00
13052,00
13055,00
13064,00
13065,00
13091,00
13092,00
13094,00
13100,00
13101,00
13103,00
13104,00
13105,00
13113,00
13118,00
13128,00
13130,00
13131,00
13133,00
13134,00
13142,00
13143,00
13152,00
13179,00
13182,00
13188,00
13192,00
13193,00
13198,00
13199,00
13200,00
13202,00
13203,00
13205,00
13206,00
13212,00
13213,00
13214,00
13216,00
13217,00
13220,00
13252,00
13256,00
13257,00
13260,00
13261,00
13262,00
13266,00
13267,00
13269,00
13270,00
13271,00
13272,00
13273,00
13274,00
13275,00
13288,00
13304,00
13306,00
13308,00
13311,00
13313,00
13315,00
13316,00
13318,00
13325,00
13328,00
13329,00
13345,00
13346,00
13347,00
13348,00
13350,00
13351,00
13353,00
13354,00
13356,00
13358,00
13359,00
13360,00
13361,00
13363,00
13366,00
13376,00
13380,00
13408,00
13410,00
13413,00
13414,00
13420,00
13458,00
13459,00
13460,00
13462,00
13463,00
13466,00
13467,00
13470,00
13474,00
13484,00
13488,00
13489,00
13490,00
13491,00
13492,00
13493,00
13494,00
13495,00
13496,00
13499,00
13537,00
13538,00
13539,00
13540,00
13541,00
13542,00
13544,00
13545,00
13546,00
13547,00
13557,00
13558,00
13559,00
13560,00
13561,00
13563,00
13564,00
13565,00
13566,00
13567,00
13568,00
13569,00
13570,00
13571,00
13574,00
13575,00
13576,00
13577,00
13578,00
13579,00
13580,00
13581,00
13582,00
13583,00
13584,00
13585,00
13586,00
13604,00
13605,00
13606,00
13607,00
13608,00
13609,00
13610,00
13611,00
13612,00
13613,00
13615,00
13616,00
13617,00
13618,00
13620,00
13621,00
13622,00
13623,00
13624,00
13625,00
13630,00
13631,00
13632,00
13633,00
13634,00
13635,00
13636,00
13637,00
13638,00
13641,00
13642,00
13643,00
13645,00
13646,00
13647,00
13648,00
13666,00
13667,00
13668,00
13669,00
13670,00
13707,00
13708,00
13710,00
13711,00
13712,00
13713,00
13714,00
13717,00
13724,00
13725,00
13726,00
13729,00
13730,00
13731,00
13733,00
13734,00
13735,00
13736,00
13737,00
13738,00
13739,00
13740,00
13741,00
13742,00
13743,00
13744,00
13745,00
13747,00
13748,00
13749,00
13750,00
13752,00
13773,00
13774,00
13776,00
13777,00
13778,00
13779,00
13780,00
13782,00
13783,00
13784,00
13785,00
13786,00
13787,00
13798,00
13802,00
13803,00
13833,00
13834,00
13835,00
13836,00
13837,00
13838,00
13847,00
13849,00
13850,00
13851,00
13852,00
13853,00
13854,00
13868,00
13869,00
13870,00
13872,00
13873,00
13874,00
13875,00
13876,00
13877,00
13878,00
13879,00
13880,00
13886,00
13887,00
13888,00
13889,00
13890,00
13891,00
13892,00
13893,00
13894,00
13895,00
13896,00
13897,00
13898,00
13899,00
13901,00
13902,00
13903,00
13904,00
13906,00
13907,00
13908,00
13909,00
13910,00
13911,00
13912,00
13913,00
13914,00
13930,00
13931,00
13932,00
13933,00
13934,00
13961,00
13964,00
13968,00
13969,00
13970,00
13971,00
13981,00
13982,00
13983,00
13984,00
13985,00
13986,00
13987,00
13988,00
13989,00
13990,00
13991,00
13992,00
13993,00
13994,00
13995,00
14014,00
14015,00
14016,00
14017,00
14018,00
14019,00
14020,00
14021,00
14022,00
14023,00
14024,00
14025,00
14027,00
14031,00
14032,00
14034,00
14036,00
14038,00
14039,00
14040,00
14041,00
14042,00
14061,00
14062,00
14063,00
14064,00
14065,00
14066,00
